shortcode,date_utc,typename,likes,comments,url,owner_username,videos,video_url
DPlfdIZCLtt,2025-10-09T10:53:36,GraphVideo,17136,74,https://www.instagram.com/p/DPlfdIZCLtt/,theleadershipchannel,True,https://instagram.fhex4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOERJ8trEEze65KOcdrIKu60mQr0KcOttGfNkkygxNiuWkhkELQEt8tpzx7AXwggRgQJczk1v4Dt77FKX7oyT3TsAQXnM1A_f9lEzI.mp4?_nc_cat=105&_nc_oc=AdmOjkHbmTC8Uf6XD3XTGKImFqyKXjy6pytuNrp8CNFM0_7GdHJx14CJQgCKSZZ2sxE&_nc_sid=5e9851&_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_ohc=7phtdyqVt-sQ7kNvwGNxHXS&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTUwMjU3NzYxMDc5ODQ1NCwiYXNzZXRfYWdlX2RheXMiOjM1LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NTIsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=21950f3f526ca0a4&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yMjQxQ0NFRTUwMTMzOUVFNjYwMTQ4MzM3NkQwMDRBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ3pXaWlHLUZubkczaU1IQUVhLTc1UktiTE4xYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm7NXpy8OlqwUVAigCQzMsF0BKQAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=KRm7fTnYutu86xP-jP2SUA&_nc_zt=28&oh=00_AfiD6XIt5WRc9BzkEV8SSsbn6LKkAydaw-XdtQZYRNFbZA&oe=6917DDCE
DP1lriBDhuv,2025-10-15T16:55:04,GraphVideo,1885,16,https://www.instagram.com/p/DP1lriBDhuv/,behindnag,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMSRtTM369MFtjt8MHq4ZAJrD1Yt3Qn5z2SqsbJtopP0EkRDAmZ0EuFzHsDKqSQo49QGOrNwSF8ATBI5wCKFkVRCUWejZok4rXC1bg.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=2183128138858877_43559804&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82NzQyMjc2NjU2QThDQkVFOEUwQTE4QUY3ODVGNzhBQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQmZBamlHTGxEbG85MkFFQVB4b3pmMklwMTFBYnN0VEFRQUYVAgLIARIAKAAYABsAFQAAJu7Kr82AiZRAFQIoAkMzLBdAR%2B7ZFocrAhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfgroP7v-oqAGXZITH_YFXFQCwchcx0QFmSeNI1QTnzB-Q&oe=6917E6E6&_nc_sid=d885a2
DMNg95ggVkJ,2025-07-17T13:50:03,GraphVideo,31103,484,https://www.instagram.com/p/DMNg95ggVkJ/,garyvee,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQOUK_c2CoBCQUoKA0nTVJgicXBXyvRiFlJmdhCEcPzpEgqjNtoZN5jGMNaGZvcW8Pov2q2N72UGHgSMiTztnVa9AZbIlw9SvCtaKyI.mp4?_nc_cat=111&_nc_oc=Adm0kcM5vfdZNHkorcP-Sw_20pG91HMybFBY9o1egYh20PMbYrNzJUUPTo8NI-zrZJA&_nc_sid=5e9851&_nc_ht=instagram.fhex4-2.fna.fbcdn.net&_nc_ohc=b9Dz3yo0AHAQ7kNvwEmbB_g&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTkwMTIwNTM1Mzk0NzE0NywiYXNzZXRfYWdlX2RheXMiOjExOSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjMxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=88f746c757088024&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMjQyNDZDN0RFQjRERUMwMTJBNTlENzM3MDgwQUFBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRGswQlJfNzVKc0ZRNkFHQU9RaG9DTUJiVE1XYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmloCj3NvI4AYVAigCQzMsF0A_Kn752yLRGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=b48gdD4B1BtP6WBzxKs6bg&_nc_zt=28&oh=00_AfhfovfeEZrysKR_Fx8KD0f8rrHQTKkfDl2lQ2NQw1Ujug&oe=6917E748
DPPPz7UDlio,2025-09-30T19:34:18,GraphVideo,275869,3146,https://www.instagram.com/p/DPPPz7UDlio/,garyvee,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQMiAhelgjtx2ftwAR27ps5yc8N9KoX_Udgukb-b0gd-jhqhv_QmY_QIpHBPA4gTPcogIgzLjlaI7_Kq2xjXJHpnhmgUkq-a5nlHJrg.mp4?_nc_cat=109&_nc_oc=AdkBqcH8d-0Z5JnrNTK6p2EaRJXp1xRkLTIYUcDNjk3uejpc5kY6fI0S0TKrGM---mI&_nc_sid=5e9851&_nc_ht=instagram.fhex4-2.fna.fbcdn.net&_nc_ohc=yciPFoSZ41QQ7kNvwEwLw3q&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzcyNzAyNjkyMDYyNTM1LCJhc3NldF9hZ2VfZGF5cyI6NDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo0MSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=ebf5968b9a6da680&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BNjRDQzMyRkFBMzczRkQ0M0Q4N0MxNTVEQTk0QzI4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR3pFRXlIQWF5ejhxclVIQURyZFRDUmdyS0V2YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjtXR15ux3wIVAigCQzMsF0BEjMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=h2WCFnLH7lHM7Hn-XzRl9w&_nc_zt=28&oh=00_AfhJqcsf70kw9nrL1M85_euPfnbtDDT3N0jrQR1yYB0VSw&oe=6917C09A
DQxb0KMjmKd,2025-11-07T22:44:17,GraphVideo,15,0,https://www.instagram.com/p/DQxb0KMjmKd/,mattverlaque,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQN-CsxiDOtc7eib1XYuFkFWydn6WP5454McrsQovF3sZcDJmQX_WtifL9JTkrcwbaSWLXv6mPJryKItYEB6WXeWqWprASBuXvQpCIY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=812257821700746_409307536&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MTQ2NjJDRUI1NkIwRkJGNTA5N0NFMEE2Q0Y0QzlBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSG5BUENMZzFMaEZueFlGQU02ZnYxQ1VJcVFOYnN0VEFRQUYVAgLIARIAKAAYABsAFQAAJriDkeuKh9k%2FFQIoAkMzLBdAPBmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfjmtkXFMQ5ewJ4sgy6qWPFVHdaGlD_fwjkDNoOmuLLPuw&oe=6917E1B7&_nc_sid=d885a2
DQvDXvwEsaU,2025-11-07T00:30:00,GraphVideo,25432,261,https://www.instagram.com/p/DQvDXvwEsaU/,leilahormozi,True,https://instagram.fhex4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP20ac_4lxIE8QcNS5dRHF6nLh__KTH6uAmu5KERLX9hBCJb0pvqbYlg0lFVCFWkcW0a01aGY3aEq3LxqRh0ZrgiBrtZt32vqvDNXM.mp4?_nc_cat=105&_nc_oc=AdmILtwUjul5NXrQl2fAz69H6NgGZtnfYYPzvnMxpDr33q76UUCTFYsuwN7sr-K125w&_nc_sid=5e9851&_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_ohc=M-EquBig8EwQ7kNvwFtrT33&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTU0NzI2MTM1Mjk2ODgzNywiYXNzZXRfYWdlX2RheXMiOjYsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=319639b4f02c1f49&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82QjQ1OUI5QkVFREY0RDIzQjIwMTE3NzYzMkM1QzA4RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRzhlYVNJVi1NOGFNQlVEQUx0bTRrOVRmNllmYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmioqMtbvOvwUVAigCQzMsF0BAip--dsi0GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=HRy4gOJwh2z3q6PnGJNINg&_nc_zt=28&oh=00_AfgfIRR0DwDNgbSzkHtAbYBje4fq74IGTE3JQG0M4p6w_A&oe=6917C606
DOKKI2Rj14g,2025-09-03T23:35:29,GraphVideo,2817,52,https://www.instagram.com/p/DOKKI2Rj14g/,robertlbarber,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQOwHByYnhlUuIpVNYhoK5roWAyVR-EB2hLYx9KNC8aJS9MgOw_4Y6pb8pCmdQuaWxMnvoWeaqTgSC1d0KA8t7ho3ClBb9RP6sMYz-o.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=1116896860391999_1177401187&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMDQ4MkFGOTJEMkU5ODBGRDRDNkY0QTI4RTFBOTg5OF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTURCUnlENDZDVmFHTXdDQUI4ajhock95UkVSYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJvTw1MX%2B09U%2FFQIoAkMzLBdASg8an752yRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfjXSmomawylSFhcTtRwqiQ9FY8z_dMU9MNrlBMXAnyxyw&oe=6917DD9B&_nc_sid=d885a2
DQC6pYbAWKS,2025-10-20T21:08:20,GraphVideo,9038,252,https://www.instagram.com/p/DQC6pYbAWKS/,somoslideres.1,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQNZwY5StkrGEXUxvEmlsrGAzVP3OCAwOvJeX1463LtBatFDJ6QJG1bWuNgFqL7xGp_WpY4we4MxwuiVQPuUNwsm2Nv7Q8ss_lx_X_s.mp4?_nc_cat=108&_nc_oc=AdlzOBHOY0EJWhVLEcww1L2_eedho4ghN7Gu3FNwgyELG57swDCv4EEZ4CogUUBOczQ&_nc_sid=5e9851&_nc_ht=instagram.fhex4-2.fna.fbcdn.net&_nc_ohc=keDROHULLdIQ7kNvwGMH8vM&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6ODE0ODEzMjg0ODgwOTcxLCJhc3NldF9hZ2VfZGF5cyI6MjMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo1NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=2rYeV3fS2aXZj-V-0P7JUQ&_nc_zt=28&vs=2df229b5b8c10837&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80RTQ0ODI1Mzc3Mzk3NDdEN0MwNTczRDFFNjIyRjU4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQzU2eUNGQlhXcy1QbXdDQUpYT0xkYl9Gb290YnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmlsm6hrDE8gIVAigCQzMsF0BMmZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&oh=00_Afgi6KX1BJkXY3iBHfAirsi2n9g3mlaSAAf7gKoq9Lq5Pw&oe=6917BA21
DQg8X2BjU-z,2025-11-01T13:00:00,GraphVideo,2704,23,https://www.instagram.com/p/DQg8X2BjU-z/,spark__growth,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t16/f2/m261/AQPOaae1tAfTRd-2mIwnzFeI-SDUhN_wTNiEcz4ZfBLZ1nK2XHKNwc5qCm6jhQoNHAa7lEgSAymUiH0FVWTUyDChoZddGEZ9veue6g.mp4?_nc_cat=107&_nc_oc=AdmmtWxfZRJZA5wIcdoqW5ek5lEXJsPFqxuIqBTTeZ470w4nqI0MwpkMNWlHY2b4nrw&_nc_sid=8bf8fe&_nc_ht=instagram.fhex4-2.fna.fbcdn.net&_nc_ohc=n1mKug4zgEwQ7kNvwGnLOTM&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMjE2MC5yZW11eF9zb3VyY2UiLCJ4cHZfYXNzZXRfaWQiOjE1MjIyNjc2ODkwOTQ0ODYsImFzc2V0X2FnZV9kYXlzIjoxMiwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjM0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=ICJF0N7tDUPQxj9PPNr9Hg&_nc_zt=28&oh=00_AfhEV1QJ3V94RMwP4tHGnX9As8Wh5zEAO4n6nYrdYGtfxg&oe=6917B50D
DQmhaMGjF28,2025-11-03T17:00:00,GraphVideo,573,19,https://www.instagram.com/p/DQmhaMGjF28/,michaelgervais,True,https://instagram.fhex4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQO876PXgcNnSZVoiXYRU2mPczJHuYu0iB-kXILlyWlbTg4FvyQbJ1Mydp1D1FlA0PibcrkDjLgCn_1i5Rpri0uJ4MPl2XYjvy-xOeo.mp4?_nc_cat=109&_nc_oc=AdnwVwk2A6CbaTq-V8vjrLJeIjzmu_3tXoIhMR7B8_Qf3nDpHRp02deNPgKEzuE-PBc&_nc_sid=5e9851&_nc_ht=instagram.fhex4-2.fna.fbcdn.net&_nc_ohc=jNsMhnZEo44Q7kNvwF0j1j2&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTQxMjIyMDIzNzI0OTA2MiwiYXNzZXRfYWdlX2RheXMiOjEwLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NjUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=AsAbNdKBZRfQ78YZbje2mA&_nc_zt=28&vs=6217e71c822dccfb&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FQjQyRjcyQzY4QzVBQjYwNzVGNTZBMDcxRTQ4NEE5M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQjlJUVNJU29UMk9UNHNGQUdzOE1aRFotUVVoYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzOiv2YSaggUVAigCQzMsF0BQVsi0OVgQGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&oh=00_AfhC9JClSx4yk1dEnnSgC61MChxbZ-EIfeHFbyjOrO7rFw&oe=6917C54A
DQhvqRtDytm,2025-11-01T20:28:58,GraphVideo,1173,22,https://www.instagram.com/p/DQhvqRtDytm/,robertlbarber,True,https://instagram.fhex4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQPixsqLtoHo6pRqdJ2o3aIFQDXWwB5MhJpyUs-llSHYBwcmC7SE-Jw1X9R-w9w0KaY8QxRi4oSwt3C326suMsJr6zQfKHRPVUixY2A.mp4?_nc_cat=102&_nc_oc=Adl-gfT4CEltrJ1xnaBQSZ95Zb6NJhfog4LuhZ96x8ew1rG0T83blAjqiVqNlA9ypuw&_nc_sid=5e9851&_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_ohc=CPrB3E-VRZ4Q7kNvwGZVAWH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6Njc5ODgyMjkxODY0OTEzLCJhc3NldF9hZ2VfZGF5cyI6MTEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo0NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=tqqe0XFCj19eOuMAH5dBpw&_nc_zt=28&vs=2faec67fc00272ab&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DRDRDMDJGMjQ2MzYxMTRDMDlDM0VDOTI1MDc0QjNBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT2YxTVNJYXU1MFZVSTBHQU5oVjhPSk00QnRBYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmopX3562WtQIVAigCQzMsF0BHo9cKPXCkGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&oh=00_AfjdglawoNS7OqES-YQRNezj7mID-b280oGot5Lz9NFXJQ&oe=6917CD43
DQmAknBkn2A,2025-11-03T12:13:35,GraphVideo,112,1,https://www.instagram.com/p/DQmAknBkn2A/,jackdelosa,True,https://instagram.fhex4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQNOjfzi1nzCn_EpctW6YuEQL2BG6uBcs2zck8hPY74y73Xgy9HtR5z2RqcBEiReFImOC1l9a2c8jn_bpWF9h9M3dqZrel-ZVX03yHU.mp4?_nc_cat=104&_nc_oc=Adlp1fnq5WhNWSwR7ZAXr90AYP81aMArJtEaXhsobRFlT7W7z5UYp4Uc0ZNHU_pK3dY&_nc_sid=5e9851&_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_ohc=r-RskAQWdasQ7kNvwGfWNKp&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTIzNTUxMTAzNTI2NzI4MiwiYXNzZXRfYWdlX2RheXMiOjEwLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjYsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=b5d9295364e6f18c&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84RTQzQTUyMTY1Qzc4MzgyN0IzNEM0QjM0RDc1NEY5QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRTUzU2lJQXlpRTVpOThDQUxGdDBlcXFqSTAtYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmpKP8xZrssQQVAigCQzMsF0A6ZmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=r1Fcgk_hN0aW6cXY1SCd_A&_nc_zt=28&oh=00_AfiYiuJpCzI1qtvlPyVkQOIgiYCEDaiwvyoxvCyMgzjxCA&oe=6917DC8D
